category,name,object,scene,x,y,schema,objectIndex,spriteI
torches,Torch,Torch (7),Overworld,202.92,106,Torch,50789,6
torches,Torch,Torch (8),Overworld,212.92,106,Torch,50805,6
torches,Torch,Torch (9),Overworld,141.56,158.39,Torch,50821,6
torches,Torch,Torch (10),Overworld,146.37,158.41,Torch,50837,6
torches,Torch,Torch (11),Overworld,230.6,78.6,Torch,50853,6
torches,Torch,Torch (12),Overworld,241.6,78.6,Torch,50869,6
torches,Torch,Torch (13),Overworld,222.12,66.32,Torch,50885,6
torches,Torch,Torch (14),Overworld,241.05,64.09,Torch,50901,6
torches,Torch,Torch (15),Overworld,228.66,94.3,Torch,50917,6
torches,Torch,Torch (16),Overworld,242.65,94.92,Torch,50933,6
torches,Torch,Torch (17),Overworld,224.23,104.25,Torch,50949,6
torches,Torch,Torch (18),Overworld,239.08,105.73,Torch,50965,6
torches,Torch,Torch (19),Overworld,240.32,114.67,Torch,50981,6
torches,Torch,Torch (20),Overworld,227.77,114.6,Torch,50997,6
torches,Torch,Torch (21),Overworld,234.46,131.64,Torch,51013,6
torches,Torch,Torch (22),Overworld,224.11,124.96,Torch,51029,6
torches,Torch,Torch (23),Overworld,215.91,130.15,Torch,51045,6
torches,Torch,Torch (24),Overworld,221.31,140.56,Torch,51061,6
torches,Torch,Torch (25),Overworld,108.69,134.49,Torch,51077,6
torches,Torch,Torch (26),Overworld,113.43,129.84,Torch,51093,6
torches,Torch,Torch (27),Overworld,110.85,196.68,Torch,51109,6
torches,Torch,Torch (28),Overworld,116.95,196.68,Torch,51125,6
torches,Torch,Torch (29),Overworld,215,162,Torch,51141,6
torches,Torch,Torch (30),Overworld,215,167,Torch,51157,6
torches,Torch,Torch (31),Overworld,185,206,Torch,51173,6
torches,Torch,Torch (32),Overworld,181,202,Torch,51189,6
torches,Torch,Torch (14),Overworld,0.25,189.42,Torch,51206,6
torches,Torch,Torch (15),Overworld,-1.3,185.38,Torch,51222,6
torches,Torch,Torch (16),Overworld,1.48,186.38,Torch,51238,6
torches,Torch,Torch (17),Overworld,-3.98,183.57,Torch,51254,6
torches,Torch,Torch (7),Overworld,-44,217,Torch,51270,6
torches,Torch,Torch (8),Overworld,-53,228,Torch,51286,6
torches,Torch,Torch (9),Overworld,-4,152,Torch,51302,6
torches,Torch,Torch (10),Overworld,2,152,Torch,51318,6
torches,Torch,Torch (11),Overworld,13.47,181.41,Torch,51334,6
torches,Torch,Torch (13),Overworld,-5.22,188.12,Torch,51350,6
torches,Torch,Torch (18),Overworld,-5.76,173.81,Torch,51366,6
torches,Torch,Torch (19),Overworld,2.46,173.65,Torch,51382,6
torches,Torch,Torch (20),Overworld,-11.78,193.81,Torch,51398,6
torches,Torch,Torch (21),Overworld,5.77,195.77,Torch,51414,6
torches,Torch,Torch (22),Overworld,-15.79,190.54,Torch,51430,6
torches,Torch,Torch (23),Overworld,40,225,Torch,51446,6
torches,Torch,Torch (24),Overworld,46.5,222.5,Torch,51462,6
torches,Torch,Torch (25),Overworld,34,190,Torch,51478,6
torches,Torch,Torch (26),Overworld,30,190,Torch,51494,6
torches,Torch,Torch (27),Overworld,-65,218.41,Torch,51510,6
torches,Torch,Torch (28),Overworld,-71,218.41,Torch,51526,6
torches,Torch,TorchDungeon,Overworld,-53.05,253.3,Torch,51542,7
torches,Torch,TorchDungeon (1),Overworld,-46.99,253.25,Torch,51558,7
torches,Torch,TorchDungeon (2),Overworld,42.8,253.3,Torch,51574,7
torches,Torch,TorchDungeon (3),Overworld,48.86,253.25,Torch,51590,7
torches,Torch,TorchBlue,Overworld,114,219.01,Torch,55253,14
torches,Torch,TorchBlue,Overworld,90,143.86,Torch,55272,14
torches,Torch,TorchBlue,Overworld,207.92,109.28,Torch,55291,14
torches,Torch,TorchBlue,Overworld,248,210,Torch,55310,14
torches,Torch,OverworldUnlockerTorch4,Overworld,168,136,Torch,55328,15
torches,Torch,OverworldUnlockerTorch5,Overworld,168,135,Torch,55348,15
torches,Torch,OverworldUnlockerTorch6,Overworld,168,135,Torch,55368,15
torches,Torch,OverworldUnlockerTorch7,Overworld,168,136,Torch,55388,15
torches,Torch,OverworldUnlockerTorch8,Overworld,-224,182,Torch,55497,15
torches,Torch,OverworldUnlockerTorch9,Overworld,-224,190,Torch,55517,15
torches,Torch,OverworldUnlockerTorch10,Overworld,-214,190,Torch,55537,15
torches,Torch,OverworldUnlockerTorch11,Overworld,-214,182,Torch,55557,15
torches,Torch,TorchBlue,Overworld,-151,150,Torch,55629,14
torches,Torch,TorchBlue,Overworld,-135,150,Torch,55648,14
torches,Torch,TorchBlue,Cave,-638,28,Torch,77377,14
torches,Torch,TorchBlue (1),Cave,-626,28,Torch,77395,14
torches,Torch,TorchBlue,Cave,-496,0,Torch,77413,14
torches,Torch,TorchBlue (1),Cave,-496,-4,Torch,77431,14
torches,Torch,TorchStand (14),Cave,-617,56,Torch,77449,14
torches,Torch,TorchBlue (2),Cave,-588.44,-5.42,Torch,77467,14
torches,Torch,TorchStand (15),Cave,-595,56,Torch,77485,14
torches,Torch,TorchBlue (3),Cave,-571.65,-5.42,Torch,77503,14
torches,Torch,TorchStand (4),Cave,-610,83.88,Torch,77524,14
torches,Torch,TorchStand (4),Cave,-602,83.88,Torch,77545,14
torches,Torch,TorchStand (4),Cave,-608.04,37.79,Torch,77566,14
torches,Torch,TorchStand (4),Cave,-603.85,37.79,Torch,77587,14
torches,Torch,TorchStand (4),Cave,-610,95.77,Torch,77608,14
torches,Torch,TorchStand (4),Cave,-602,95.77,Torch,77629,14
torches,Torch,TorchStand (4),Cave,-610,107.77,Torch,77650,14
torches,Torch,TorchStand (4),Cave,-602,107.77,Torch,77671,14
torches,Torch,TorchStandDungeon,Cave,-864,-166,Torch,77689,4
torches,Torch,TorchStandDungeon (1),Cave,-860,-166,Torch,77707,4
torches,Torch,TorchStand (4),Cave,-610,72.29,Torch,77728,14
torches,Torch,TorchStand (4),Cave,-602,72.29,Torch,77749,14
torches,Torch,TorchStand (4),Cave,-594,126.29,Torch,77770,14
torches,Torch,TorchStand (4),Cave,-584,126.29,Torch,77791,14
torches,Torch,TorchStand (4),Cave,-584,117.29,Torch,77812,14
torches,Torch,TorchStand (4),Cave,-594,117.29,Torch,77833,14
torches,Torch,TorchStand (16),Cave,-521,124,Torch,77851,14
torches,Torch,TorchStand,Cave,-458,-31,Torch,77869,14
torches,Torch,TorchStand (17),Cave,-521,117,Torch,77887,14
torches,Torch,TorchStand (3),Cave,-656,-70,Torch,77905,14
torches,Torch,TorchStand (2),Cave,-458,-36,Torch,77923,14
torches,Torch,TorchStand (4),Cave,-656,-76,Torch,77941,14
torches,Torch,TorchBlue,Cave,-644,-10,Torch,83554,14
torches,Torch,TorchBlue,Cave,-620,-10,Torch,83573,14
torches,Torch,TorchBlue,Cave,-858,14,Torch,83592,14
torches,Torch,TorchBlue,Cave,-826,14,Torch,83611,14
torches,Torch,TorchBlue,Cave,-556,58,Torch,83737,14
torches,Torch,TorchBlue,Cave,-548,58,Torch,83765,14
torches,Torch,TorchBlue,Cave,-536,82.91,Torch,83784,14
torches,Torch,TorchBlue,Cave,-536,69,Torch,83803,14
torches,Torch,TorchBlue,Cave,-568,82.91,Torch,83822,14
torches,Torch,TorchBlue,Cave,-568,69,Torch,83841,14
torches,Torch,TorchStand (3),CaveExtra,-1303,170,Torch,103918,14
torches,Torch,TorchStand (5),CaveExtra,-1303,176,Torch,103936,14
torches,Torch,TorchStand (6),CaveExtra,-1183,116,Torch,103954,14
torches,Torch,TorchStand (8),CaveExtra,-1183,122,Torch,103972,14
torches,Torch,TorchStand (4),CaveExtra,-1289,29,Torch,103990,14
torches,Torch,TorchStand (7),CaveExtra,-1289,35,Torch,104008,14
torches,Torch,TorchStand (9),CaveExtra,-1485,-4.35,Torch,104026,14
torches,Torch,TorchStand (10),CaveExtra,-1485,0.41,Torch,104044,14
torches,Torch,TorchStand (11),CaveExtra,-1475,120,Torch,104062,14
torches,Torch,TorchStand (12),CaveExtra,-1475,126,Torch,104080,14
torches,Torch,TorchStand (13),CaveExtra,-1184,-77,Torch,104098,14
torches,Torch,TorchStand (14),CaveExtra,-1178,-77,Torch,104116,14
torches,Torch,TorchBlueDungeon,Dungeon1,572.56,199,Torch,107835,4
torches,Torch,TorchBlueDungeon (1),Dungeon1,577,199,Torch,107853,4
torches,Torch,TorchBlueDungeon (8),Dungeon1,514,237,Torch,107871,4
torches,Torch,TorchBlueDungeon (9),Dungeon1,520,237,Torch,107889,4
torches,Torch,TorchBlueDungeon (5),Dungeon1,520,263,Torch,107907,4
torches,Torch,TorchBlueDungeon (6),Dungeon1,514,263,Torch,107925,4
torches,Torch,TorchBlueDungeon (2),Dungeon1,544,193,Torch,107943,4
torches,Torch,TorchBlueDungeon (3),Dungeon1,550,193,Torch,107961,4
torches,Torch,TorchBlueDungeon (7),Dungeon1,504.98,282.83,Torch,107979,4
torches,Torch,TorchBlueDungeon (10),Dungeon1,528.98,282.83,Torch,107997,4
torches,Torch,TorchBlueDungeon (11),Dungeon1,537,293,Torch,108015,4
torches,Torch,TorchBlueDungeon (16),Dungeon1,527,312.57,Torch,108033,4
torches,Torch,TorchBlueDungeon (12),Dungeon1,537,302.67,Torch,108051,4
torches,Torch,TorchBlueDungeon (13),Dungeon1,497,293,Torch,108069,4
torches,Torch,TorchBlueDungeon (14),Dungeon1,497,302.67,Torch,108087,4
torches,Torch,TorchBlueDungeon (15),Dungeon1,507,312.57,Torch,108105,4
torches,Torch,TorchStandDungeon,Dungeon2,948,272,Torch,111103,4
torches,Torch,TorchStandDungeon (1),Dungeon2,956,272,Torch,111121,4
torches,Torch,TorchStandDungeon (2),Dungeon2,948,262,Torch,111139,4
torches,Torch,TorchStandDungeon (3),Dungeon2,956,262,Torch,111157,4
torches,Torch,TorchStandDungeon (4),Dungeon2,948,245,Torch,111175,4
torches,Torch,TorchStandDungeon (5),Dungeon2,956,245,Torch,111193,4
torches,Torch,TorchStandDungeon (6),Dungeon2,947,289,Torch,111211,4
torches,Torch,TorchStandDungeon (8),Dungeon2,980.98,248.23,Torch,111229,4
torches,Torch,TorchStandDungeon (9),Dungeon2,990.98,248.23,Torch,111247,4
torches,Torch,TorchStandBigDungeon,Dungeon2,945,250,Torch,111265,141
torches,Torch,TorchStandDungeon (7),Dungeon2,957,289,Torch,111283,4
torches,Torch,TorchStandBigDungeon,Dungeon2,959,250,Torch,111301,141
torches,Torch,TorchStandDungeon (13),Dungeon2,952,294,Torch,111319,4
torches,Torch,TorchStandDungeon (17),Dungeon2,984,296.45,Torch,111337,4
torches,Torch,TorchStandDungeon (18),Dungeon2,988,296.45,Torch,111355,4
torches,Torch,TorchBlue,Dungeon2,940,304.26,Torch,112405,4
torches,Torch,TorchBlue,Dungeon2,938,306.26,Torch,112424,4
torches,Torch,TorchBlue,Dungeon2,936,304.26,Torch,112443,4
torches,Torch,TorchBlue,Dungeon2,968,304.26,Torch,112462,4
torches,Torch,TorchBlue,Dungeon2,966,306.26,Torch,112481,4
torches,Torch,TorchBlue,Dungeon2,964,304.26,Torch,112500,4
torches,Torch,TorchBlue,Dungeon2,946,340,Torch,112595,4
torches,Torch,TorchBlue,Dungeon2,958,340,Torch,112614,4
torches,Torch,TorchDungeon,Dungeon3,926,-69,Torch,124184,7
torches,Torch,TorchDungeon (1),Dungeon3,916,-69,Torch,124200,7
torches,Torch,TorchBlueDungeon (2),Dungeon3,807,-100,Torch,124216,4
torches,Torch,TorchBlueDungeon (3),Dungeon3,815,-100,Torch,124234,4
torches,Torch,TorchBlue,Dungeon3,783,-52,Torch,124956,4
torches,Torch,TorchBlue,Dungeon3,783,-40,Torch,124975,4
torches,Torch,TorchBlue,Dungeon3,801,-40,Torch,124994,4
torches,Torch,TorchBlue,Dungeon3,801,-52,Torch,125013,4
torches,Torch,TorchDungeon (3),Dungeon3,792,78.2,Torch,125637,7
torches,Torch,TorchDungeon (4),Dungeon3,792,83.8,Torch,125653,7
torches,Torch,TorchDungeon (3),Dungeon3,822.2,60,Torch,125676,7
torches,Torch,TorchDungeon (4),Dungeon3,827.8,60,Torch,125692,7
torches,Torch,TorchDungeon (3),Dungeon3,817.02,70.02,Torch,125710,7
torches,Torch,TorchDungeon (4),Dungeon3,820.98,73.98,Torch,125726,7
torches,Torch,TorchDungeon (3),Dungeon3,753.2,47,Torch,125744,7
torches,Torch,TorchDungeon (4),Dungeon3,758.8,47,Torch,125760,7
torches,Torch,TorchDungeon (3),Dungeon3,766.02,76.98,Torch,125778,7
torches,Torch,TorchDungeon (4),Dungeon3,769.98,73.02,Torch,125794,7
torches,Torch,TorchDungeon (3),Dungeon3,827.02,22.02,Torch,125812,7
torches,Torch,TorchDungeon (4),Dungeon3,830.98,25.98,Torch,125828,7
torches,Torch,TorchDungeon (3),Dungeon3,837.2,13.62,Torch,125846,7
torches,Torch,TorchDungeon (4),Dungeon3,842.8,13.62,Torch,125862,7
torches,Torch,TorchDungeon (3),Dungeon3,835.02,5.98,Torch,125880,7
torches,Torch,TorchDungeon (4),Dungeon3,838.98,2.02,Torch,125896,7
torches,Torch,TorchDungeon (3),Dungeon3,788,13.2,Torch,125914,7
torches,Torch,TorchDungeon (4),Dungeon3,788,18.8,Torch,125930,7
torches,Torch,TorchDungeon (3),Dungeon3,796,13.2,Torch,125948,7
torches,Torch,TorchDungeon (4),Dungeon3,796,18.8,Torch,125964,7
torches,Torch,TorchDungeon (3),Dungeon3,822.2,48,Torch,125982,7
torches,Torch,TorchDungeon (4),Dungeon3,827.8,48,Torch,125998,7
torches,Torch,TorchDungeon (3),Dungeon3,756.2,63,Torch,126016,7
torches,Torch,TorchDungeon (4),Dungeon3,761.8,63,Torch,126032,7
torches,Torch,TorchDungeon (3),Dungeon3,804,77.2,Torch,126050,7
torches,Torch,TorchDungeon (4),Dungeon3,804,82.8,Torch,126066,7
torches,Torch,TorchDungeon (3),Dungeon3,817.04,1.37,Torch,126084,7
torches,Torch,TorchDungeon (4),Dungeon3,818.96,6.63,Torch,126100,7
torches,Torch,TorchDungeon (3),Dungeon3,827,-1.8,Torch,126118,7
torches,Torch,TorchDungeon (4),Dungeon3,827,3.8,Torch,126134,7
torches,Torch,TorchDungeon (3),Dungeon3,779.44,14.53,Torch,126152,7
torches,Torch,TorchDungeon (4),Dungeon3,783.4,10.57,Torch,126168,7
torches,Torch,TorchDungeon (3),Dungeon3,767,-10.8,Torch,126186,7
torches,Torch,TorchDungeon (4),Dungeon3,767,-5.2,Torch,126202,7
torches,Torch,TorchDungeon (3),Dungeon3,752.2,21.7,Torch,126220,7
torches,Torch,TorchDungeon (4),Dungeon3,757.8,21.7,Torch,126236,7
torches,Torch,TorchDungeon (3),Dungeon3,774.2,4,Torch,126254,7
torches,Torch,TorchDungeon (4),Dungeon3,779.8,4,Torch,126270,7
torches,Torch,TorchDungeon (3),Dungeon3,753.58,-6.4,Torch,126288,7
torches,Torch,TorchDungeon (4),Dungeon3,758.42,-3.6,Torch,126304,7
torches,Torch,TorchDungeon (3),Dungeon3,752.2,6,Torch,126322,7
torches,Torch,TorchDungeon (4),Dungeon3,757.8,6,Torch,126338,7
torches,Torch,TorchDungeon (3),Dungeon3,752.2,13.94,Torch,126356,7
torches,Torch,TorchDungeon (4),Dungeon3,757.8,13.94,Torch,126372,7
torches,Torch,TorchDungeon (3),Dungeon3,779.49,77.24,Torch,126390,7
torches,Torch,TorchDungeon (4),Dungeon3,778.51,82.76,Torch,126406,7
torches,Torch,TorchDungeon (3),Dungeon3,824.2,38,Torch,126424,7
torches,Torch,TorchDungeon (4),Dungeon3,829.8,38,Torch,126440,7
torches,Torch,TorchDungeon (3),Dungeon3,803.02,9.02,Torch,126458,7
torches,Torch,TorchDungeon (4),Dungeon3,806.98,12.98,Torch,126474,7
torches,Torch,TorchDungeon (3),Dungeon3,768,33.37,Torch,126493,7
torches,Torch,TorchDungeon (4),Dungeon3,774,33.37,Torch,126509,7
torches,Torch,TorchDungeon (3),Dungeon3,769,44,Torch,126532,7
torches,Torch,TorchDungeon (4),Dungeon3,773,44,Torch,126548,7
torches,Torch,TorchDungeon (3),Dungeon3,769,59,Torch,126566,7
torches,Torch,TorchDungeon (4),Dungeon3,773,59,Torch,126582,7
torches,Torch,TorchDungeon (3),Dungeon3,779,68,Torch,126600,7
torches,Torch,TorchDungeon (4),Dungeon3,779,72,Torch,126616,7
torches,Torch,TorchDungeon (3),Dungeon3,785,63,Torch,126634,7
torches,Torch,TorchDungeon (4),Dungeon3,789,63,Torch,126650,7
torches,Torch,TorchDungeon (3),Dungeon3,805,68,Torch,126668,7
torches,Torch,TorchDungeon (4),Dungeon3,805,72,Torch,126684,7
torches,Torch,TorchDungeon (3),Dungeon3,811,43,Torch,126702,7
torches,Torch,TorchDungeon (4),Dungeon3,815,43,Torch,126718,7
torches,Torch,TorchDungeon (3),Dungeon3,809.32,35.09,Torch,126736,7
torches,Torch,TorchDungeon (4),Dungeon3,812.68,32.91,Torch,126752,7
torches,Torch,TorchDungeon (3),Dungeon3,811,59,Torch,126770,7
torches,Torch,TorchDungeon (4),Dungeon3,815,59,Torch,126786,7
torches,Torch,TorchDungeon (3),Dungeon3,804.23,29.75,Torch,126804,7
torches,Torch,TorchDungeon (4),Dungeon3,804.23,33.75,Torch,126820,7
torches,Torch,TorchDungeon (3),Dungeon3,781,51,Torch,126838,7
torches,Torch,TorchDungeon (4),Dungeon3,785,51,Torch,126854,7
torches,Torch,TorchDungeon (3),Dungeon3,799,51,Torch,126872,7
torches,Torch,TorchDungeon (4),Dungeon3,803,51,Torch,126888,7
torches,Torch,TorchDungeon (3),Dungeon3,795,63,Torch,126906,7
torches,Torch,TorchDungeon (4),Dungeon3,799,63,Torch,126922,7
torches,Torch,TorchDungeon (3),Dungeon3,790,35,Torch,126940,7
torches,Torch,TorchDungeon (4),Dungeon3,794,35,Torch,126956,7
torches,Torch,TorchStandDungeonBig (4),Dungeon5,1260,-186,Torch,129613,141
torches,Torch,TorchStandDungeonBig (5),Dungeon5,1250,-186,Torch,129631,141
torches,Torch,TorchStandDungeonBig (6),Dungeon5,1248,-174,Torch,129649,141
torches,Torch,TorchStandDungeonBig (7),Dungeon5,1262,-174,Torch,129667,141
torches,Torch,TorchStandDungeonBig (9),Dungeon5,1255,-15,Torch,129685,141
torches,Torch,TorchDungeon (13),Dungeon5,1268,-288,Torch,129703,7
torches,Torch,TorchDungeon (14),Dungeon5,1242,-288,Torch,129719,7
torches,Torch,TorchStandDungeonBig (15),Dungeon5,1239,-15,Torch,129735,141
torches,Torch,TorchStandDungeonBig (16),Dungeon5,1271,-15,Torch,129753,141
torches,Torch,TorchStandDungeonBig (8),Dungeon5,1260,-180,Torch,129771,141
torches,Torch,TorchStandDungeonBig (10),Dungeon5,1250,-180,Torch,129789,141
torches,Torch,TorchStandDungeonBig (18),Dungeon5,1218,117,Torch,129807,141
torches,Torch,TorchStandDungeonBig (19),Dungeon5,1218,109,Torch,129825,141
torches,Torch,TorchStandDungeonBig (21),Dungeon5,1340,120,Torch,129843,141
torches,Torch,TorchStandDungeonBig (22),Dungeon5,1326,120,Torch,129861,141
torches,Torch,TorchStandDungeonBig (23),Dungeon5,1340,106,Torch,129879,141
torches,Torch,TorchStandDungeonBig (24),Dungeon5,1326,106,Torch,129897,141
torches,Torch,TorchStandDungeonBig (20),Dungeon5,1290,117,Torch,129915,141
torches,Torch,TorchStandDungeonBig (25),Dungeon5,1290,109,Torch,129933,141
torches,Torch,TorchStandDungeonBig (22),Dungeon5,1199,146.58,Torch,133072,141
torches,Torch,TorchStandDungeonBig (23),Dungeon5,1199,140.3,Torch,133090,141
torches,Torch,TorchStandDungeonBig (24),Dungeon5,1205,146.58,Torch,133108,141
torches,Torch,TorchStandDungeonBig (25),Dungeon5,1205,140.3,Torch,133126,141
torches,Torch,TorchStandDungeonBig (26),Dungeon5,1211,146.58,Torch,133144,141
torches,Torch,TorchStandDungeonBig (27),Dungeon5,1211,140.3,Torch,133162,141
torches,Torch,TorchStandDungeonBig (28),Dungeon5,1217,146.58,Torch,133180,141
torches,Torch,TorchStandDungeonBig (29),Dungeon5,1217,140.3,Torch,133198,141
torches,Torch,TorchStandDungeonBig (30),Dungeon5,1223,146.58,Torch,133216,141
torches,Torch,TorchStandDungeonBig (31),Dungeon5,1223,140.3,Torch,133234,141
torches,Torch,TorchStandDungeonBig (32),Dungeon5,1229,146.58,Torch,133252,141
torches,Torch,TorchStandDungeonBig (33),Dungeon5,1229,140.3,Torch,133270,141
torches,Torch,TorchStandDungeonBig (34),Dungeon5,1235,146.58,Torch,133288,141
torches,Torch,TorchStandDungeonBig (35),Dungeon5,1235,140.3,Torch,133306,141
torches,Torch,TorchStandDungeonBig (20),Dungeon5,1325,146.58,Torch,133325,141
torches,Torch,TorchStandDungeonBig (21),Dungeon5,1325,140.3,Torch,133343,141
torches,Torch,TorchStandDungeonBig (22),Dungeon5,1319,146.58,Torch,133361,141
torches,Torch,TorchStandDungeonBig (23),Dungeon5,1319,140.3,Torch,133379,141
torches,Torch,TorchStandDungeonBig (24),Dungeon5,1313,146.58,Torch,133397,141
torches,Torch,TorchStandDungeonBig (25),Dungeon5,1313,140.3,Torch,133415,141
torches,Torch,TorchStandDungeonBig (26),Dungeon5,1307,146.58,Torch,133433,141
torches,Torch,TorchStandDungeonBig (27),Dungeon5,1307,140.3,Torch,133451,141
torches,Torch,TorchStandDungeonBig (28),Dungeon5,1301,146.58,Torch,133469,141
torches,Torch,TorchStandDungeonBig (29),Dungeon5,1301,140.3,Torch,133487,141
torches,Torch,TorchStandDungeonBig (30),Dungeon5,1295,146.58,Torch,133505,141
torches,Torch,TorchStandDungeonBig (31),Dungeon5,1295,140.3,Torch,133523,141
torches,Torch,TorchStandDungeonBig (32),Dungeon5,1289,146.58,Torch,133541,141
torches,Torch,TorchStandDungeonBig (33),Dungeon5,1289,140.3,Torch,133559,141
torches,Torch,TorchStandDungeonBig (34),Dungeon5,1283,146.58,Torch,133577,141
torches,Torch,TorchStandDungeonBig (35),Dungeon5,1283,140.3,Torch,133595,141
torches,Torch,TorchStandDungeonBig (36),Dungeon5,1277,146.58,Torch,133613,141
torches,Torch,TorchStandDungeonBig (37),Dungeon5,1277,140.3,Torch,133631,141
torches,Torch,TorchBlue,Dungeon5,1223,-325,Torch,133687,4
torches,Torch,TorchBlue,Dungeon5,1287,-325,Torch,133706,4
torches,Torch,TorchBlue,Dungeon5,1241,143,Torch,133725,4
torches,Torch,TorchBlue,Dungeon5,1269,143,Torch,133744,4
torches,Torch,Torch,Temple2,-572,-465,Torch,140083,6
torches,Torch,Torch,Temple2,-564,-465,Torch,140099,6
torches,Torch,Torch,Temple2,-574,-485,Torch,140115,6
torches,Torch,Torch,Temple2,-511,-427,Torch,140131,6
torches,Torch,Torch,Temple2,-511,-433.13,Torch,140147,6
torches,Torch,Torch,Temple2,-501.79,-433.68,Torch,140163,6
torches,Torch,Torch,Temple2,-502,-427,Torch,140179,6
torches,Torch,Torch,Temple2,-562,-485,Torch,140195,6
torches,Torch,TorchBlue,Temple2,-524,-490,Torch,140865,14
torches,Torch,TorchBlue,Temple2,-612,-490,Torch,140884,14
torches,Torch,TorchBlue,Temple2,-562,-470,Torch,140903,14
torches,Torch,TorchBlue,Temple2,-574,-470,Torch,140922,14
torches,Torch,TorchBlue,Temple2,-536,-403.7,Torch,140941,14
torches,Torch,TorchBlue,Temple2,-614,-410,Torch,140960,14
torches,Torch,TorchBlue,Temple3,-768.5,-622,Torch,149625,14
torches,Torch,TorchBlue,Temple3,-769.5,-618.25,Torch,149644,14
torches,Torch,TorchBlue,Temple3,-772.25,-615.5,Torch,149663,14
torches,Torch,TorchBlue,Temple3,-776,-614.5,Torch,149682,14
torches,Torch,TorchBlue,Temple3,-779.75,-615.5,Torch,149701,14
torches,Torch,TorchBlue,Temple3,-782.5,-618.25,Torch,149720,14
torches,Torch,TorchBlue,Temple3,-782.5,-625.75,Torch,149739,14
torches,Torch,TorchBlue,Temple3,-779.75,-628.5,Torch,149758,14
torches,Torch,TorchBlue,Temple3,-776,-629.5,Torch,149777,14
torches,Torch,TorchBlue,Temple3,-772.25,-628.5,Torch,149796,14
torches,Torch,TorchBlue,Temple3,-769.5,-625.75,Torch,149815,14
torches,Torch,TorchBlue,Temple3,-783.5,-622,Torch,149834,14
torches,Torch,TorchDungeon (3),Temple3,-735,-651.5,Torch,150124,7
torches,Torch,TorchDungeon (4),Temple3,-735,-648.5,Torch,150140,7
torches,Torch,TorchDungeon (3),Temple3,-724.06,-655.94,Torch,150163,7
torches,Torch,TorchDungeon (4),Temple3,-721.94,-658.06,Torch,150179,7
torches,Torch,TorchDungeon (3),Temple3,-748.06,-658.06,Torch,150197,7
torches,Torch,TorchDungeon (4),Temple3,-745.94,-655.94,Torch,150213,7
torches,Torch,TorchDungeon (3),Temple3,-724.06,-644.06,Torch,150231,7
torches,Torch,TorchDungeon (4),Temple3,-721.94,-641.94,Torch,150247,7
torches,Torch,TorchDungeon (3),Temple3,-748.06,-641.94,Torch,150265,7
torches,Torch,TorchDungeon (4),Temple3,-745.94,-644.06,Torch,150281,7
torches,Torch,TorchDungeon (3),Temple3,-735,-644.5,Torch,150299,7
torches,Torch,TorchDungeon (4),Temple3,-735,-641.5,Torch,150315,7
